week,¼Ò¸Å°¡,Æò±Õ±â¿Â,ÃÖÀú±â¿Â,ÃÖ°í±â¿Â,°­¼ö·®,È¯À²,¼öÃâ·®,¼öÃâ¾×,»ý»ê·®,Àç¹è¸éÀû,¹°°¡Áö¼ö
01??1ì£?(2014.01.02 ~ 2014.01.08),2490,1.657142857,-3.242857143,7.628571429,0.442857143,1061.77,59788,6314.0123,52891750,615,46
01??2ì£?(2014.01.09 ~ 2014.01.15),2392,-2.7,-7.728571429,2.9,0,1061.8,59788,6314.0123,52891750,615,46
01??3ì£?(2014.01.16 ~ 2014.01.22),2296,-1.128571429,-5.742857143,4.057142857,0.414285714,1080.35,59788,6314.0123,52891750,615,46
01??4ì£?(2014.01.23 ~ 2014.01.29),2246,-1,-4.314285714,9.1,0.414285714,1081.31,59788,6314.0123,52891750,615,46
02??1ì£?(2014.02.03 ~ 2014.02.05),2242,2.671428571,-2.285714286,8.085714286,1.071428571,1075,59788,6314.0123,52891750,615,46.711
02??1ì£?(2014.02.06 ~ 2014.02.12),2239,0.828571429,-2.514285714,4.9,1.814285714,1063.5,88734,5261.6891,52891750,615,47
02??2ì£?(2014.02.13 ~ 2014.02.19),2273,2.285714286,-2.157142857,7.371428571,0.771428571,1073,88734,5261.6891,52891750,615,47
02??3ì£?(2014.02.20 ~ 2014.02.26),2202,3.328571429,-2.657142857,10.3,0.585714286,1066.46,88734,5261.6891,52891750,615,47
02??4ì£?(2014.02.27 ~ 2014.03.05),2126,5.685714286,0.957142857,11.22857143,0.557142857,1065.15,88734,5261.6891,52891750,615,47
03??1ì£?(2014.03.06 ~ 2014.03.12),2029,2.914285714,-2.871428571,8.557142857,3.471428571,1071.23,242091,12426.572,52891750,615,45.606
03??2ì£?(2014.03.13 ~ 2014.03.19),1918,8.428571429,2.9,14.15714286,1.571428571,1080,242091,12426.572,52891750,615,46
03??3ì£?(2014.03.20 ~ 2014.03.26),1898,9.771428571,3.971428571,15.74285714,2.985714286,1070,242091,12426.572,52891750,615,46
03??4ì£?(2014.03.27 ~ 2014.04.02),1915,13.54285714,7.285714286,20.58571429,2.071428571,1054.3,242091,12426.572,52891750,615,46
04??1ì£?(2014.04.03 ~ 2014.04.09),1942,9.8,3.457142857,16.71428571,0.9,1035.65,381412,21771.7651,52891750,615,40.07
04??2ì£?(2014.04.10 ~ 2014.04.16),1998,14,8.028571429,20.71428571,0.371428571,1038,381412,21771.7651,52891750,615,40
04??3ì£?(2014.04.17 ~ 2014.04.23),2011,14.04285714,8.442857143,20.45714286,1.885714286,1041.2,381412,21771.7651,52891750,615,40
04??4ì£?(2014.04.24 ~ 2014.04.30),2021,15.52857143,10.8,20.74285714,9.085714286,1030.12,381412,21771.7651,52891750,615,40
05??1ì£?(2014.05.02 ~ 2014.05.07),2022,14.42857143,7.828571429,21.41428571,0.257142857,1024.2,783892,41728.3138,52891750,615,38.329
05??2ì£?(2014.05.08 ~ 2014.05.14),2010,17.41428571,11.4,23.61428571,5.485714286,1023.82,783892,41728.3138,52891750,615,38
05??3ì£?(2014.05.15 ~ 2014.05.21),1762,18.72857143,12.74285714,25.25714286,0.642857143,1024.85,783892,41728.3138,52891750,615,38
05??4ì£?(2014.05.22 ~ 2014.05.28),1695,20.72857143,15.12857143,26.94285714,1.6,1020.8,783892,41728.3138,52891750,615,38
05??5ì£?(2014.05.29 ~ 2014.06.03),1656,22.24285714,16.97142857,28.04285714,4.114285714,1019.95,783892,41728.3138,52891750,615,38
06??1ì£?(2014.06.05 ~ 2014.06.11),1620,20.85714286,17.41428571,25.54285714,1.685714286,1018.05,379429,21816.1786,52891750,615,39.277
06??2ì£?(2014.06.12 ~ 2014.06.18),1785,21.74285714,17.21428571,27.22857143,1.485714286,1021.21,379429,21816.1786,52891750,615,39
06??3ì£?(2014.06.19 ~ 2014.06.25),1942,21.95714286,18.31428571,26.68571429,3.542857143,1014.12,379429,21816.1786,52891750,615,39
06??4ì£?(2014.06.26 ~ 2014.07.02),2198,23.78571429,19.37142857,29.28571429,1.671428571,1009.45,379429,21816.1786,52891750,615,39
07??1ì£?(2014.07.03 ~ 2014.07.09),2366,23.41428571,20.37142857,27.3,6.828571429,1019.05,144223,12093.477,52891750,615,41.875
07??2ì£?(2014.07.10 ~ 2014.07.16),2551,25.32857143,21.5,30.21428571,1.9,1029.5,144223,12093.477,52891750,615,42
07??3ì£?(2014.07.17 ~ 2014.07.23),2702,25.82857143,22.51428571,30.21428571,6.914285714,1026.05,144223,12093.477,52891750,615,42
07??4ì£?(2014.07.24 ~ 2014.07.30),3010,25.6,21.38571429,30.6,4.071428571,1037.75,144223,12093.477,52891750,615,42
07??5ì£?(2014.07.31 ~ 2014.08.06),3377,26.48571429,23.61428571,30.41428571,15.02857143,1036.55,144223,12093.477,52891750,615,42
08??1ì£?(2014.08.07 ~ 2014.08.13),3417,23.68571429,20.41428571,27.94285714,6.842857143,1021.2,286182,21412.8394,52891750,615,60.344
08??2ì£?(2014.08.14 ~ 2014.08.20),3388,22.75714286,20.47142857,26.02857143,17.71428571,1018,286182,21412.8394,52891750,615,60
08??3ì£?(2014.08.21 ~ 2014.08.27),3333,23.87142857,20.94285714,27.94285714,13.11428571,1014.1,286182,21412.8394,52891750,615,60
08??4ì£?(2014.08.28 ~ 2014.09.03),3582,21.74285714,17.88571429,26.51428571,6.3,1024.65,286182,21412.8394,52891750,615,60
09??1ì£?(2014.09.04 ~ 2014.09.05),3998,22.54285714,17.85714286,28.74285714,0.142857143,1035.3,107346,7372.3919,52891750,615,80.176
09??2ì£?(2014.09.11 ~ 2014.09.17),4109,21.1,16.67142857,26.62857143,0.428571429,1044.2,107346,7372.3919,52891750,615,80
09??3ì£?(2014.09.18 ~ 2014.09.24),3504,19.45714286,14.38571429,25.47142857,10,1044.35,107346,7372.3919,52891750,615,80
09??4ì£?(2014.09.25 ~ 2014.10.01),3254,19.71428571,16,24.7,0.985714286,1061.35,107346,7372.3919,52891750,615,80
10??1ì£?(2014.10.02 ~ 2014.10.08),2936,16.31428571,11.05714286,22.51428571,0.4,1074.1,580782,31023.232,52891750,615,82.359
10??2ì£?(2014.10.10 ~ 2014.10.15),2668,16.1,10.38571429,22.5,2.128571429,1063.37,580782,31023.232,52891750,615,82
10??3ì£?(2014.10.16 ~ 2014.10.22),2477,14.1,8.871428571,20.02857143,10.72857143,1057.5,580782,31023.232,52891750,615,82
10??4ì£?(2014.10.23 ~ 2014.10.29),2321,12.87142857,7,20.6,0.014285714,1073.6,580782,31023.232,52891750,615,82
10??5ì£?(2014.10.30 ~ 2014.11.05),2274,11.62857143,6.871428571,17.07142857,3.928571429,1086.84,580782,31023.232,52891750,615,82
11??1ì£?(2014.11.06 ~ 2014.11.12),2076,10.11428571,4.885714286,16.2,0.8,1100.84,92512,5105.8481,52891750,615,55.305
11??2ì£?(2014.11.13 ~ 2014.11.19),1822,5.514285714,0.628571429,11.52857143,0.142857143,1111.25,92512,5105.8481,52891750,615,55
11??3ì£?(2014.11.20 ~ 2014.11.26),1874,8.828571429,4.285714286,14.34285714,4.414285714,1113.17,92512,5105.8481,52891750,615,55
11??4ì£?(2014.11.27 ~ 2014.12.03),1937,5.571428571,1.371428571,10.11428571,2.885714286,1121.6,92512,5105.8481,52891750,615,55
12??1ì£?(2014.12.04 ~ 2014.12.10),1828,-0.657142857,-4.7,3.971428571,0.771428571,1104.35,334917,16667.4744,52891750,615,37.647
12??2ì£?(2014.12.11 ~ 2014.12.17),1877,-0.957142857,-4.957142857,2.957142857,1.571428571,1100.11,334917,16667.4744,52891750,615,38
12??3ì£?(2014.12.18 ~ 2014.12.24),1950,-1.271428571,-6.385714286,3.928571429,0.571428571,1099.8,334917,16667.4744,52891750,615,38
12??4ì£?(2014.12.26 ~ 2014.12.31),1950,0.385714286,-4.357142857,6.171428571,0.128571429,1106.92,334917,16667.4744,52891750,615,38
01??1ì£?(2015.01.02 ~ 2015.01.07),1963,-0.857142857,-5.628571429,4.542857143,1.371428571,1085.82,141851,8838.3785,44478667,527,33.852
01??2ì£?(2015.01.08 ~ 2015.01.14),1934,0.1,-4.8,5.642857143,0.071428571,1079.07,141851,8838.3785,44478667,527,34
01??3ì£?(2015.01.15 ~ 2015.01.21),1892,1.385714286,-3.214285714,6.142857143,0.757142857,1077.51,141851,8838.3785,44478667,527,34
01??4ì£?(2015.01.22 ~ 2015.01.28),1912,2.114285714,-1.771428571,6.7,1.142857143,1102.4,141851,8838.3785,44478667,527,34
01??5ì£?(2015.01.29 ~ 2015.02.04),1913,-0.414285714,-5.157142857,5.242857143,0.228571429,1098.01,141851,8838.3785,44478667,527,34
02??1ì£?(2015.02.05 ~ 2015.02.11),1922,0.385714286,-4.5,5.914285714,0.057142857,1097.88,117024,6344.1891,44478667,527,36.214
02??2ì£?(2015.02.12 ~ 2015.02.17),1910,2.742857143,-1.214285714,6.885714286,2.028571429,1110.56,117024,6344.1891,44478667,527,36
02??4ì£?(2015.02.23 ~ 2015.02.25),2080,4.428571429,-0.171428571,9.771428571,1.314285714,1101.28,117024,6344.1891,44478667,527,36
02??4ì£?(2015.02.26 ~ 2015.03.04),2148,2.257142857,-1.9,6.942857143,0.785714286,1110.81,117024,6344.1891,44478667,527,36
03??1ì£?(2015.03.05 ~ 2015.03.11),2250,2.8,-3.685714286,9.457142857,0.014285714,1138.12,181282,10204.5405,44478667,527,38.918
03??2ì£?(2015.03.12 ~ 2015.03.18),2294,7.271428571,0.742857143,14.12857143,4.714285714,1113.51,181282,10204.5405,44478667,527,39
03??3ì£?(2015.03.19 ~ 2015.03.25),2365,8.771428571,2.642857143,15.98571429,0.071428571,1103.73,181282,10204.5405,44478667,527,39
03??4ì£?(2015.03.26 ~ 2015.04.01),2446,11.2,4.342857143,18.05714286,0.714285714,1086.48,181282,10204.5405,44478667,527,39
04??1ì£?(2015.04.02 ~ 2015.04.08),2542,10.45714286,7.185714286,14.67142857,6.128571429,1093.96,264168,13954.3643,44478667,527,45.877
04??2ì£?(2015.04.09 ~ 2015.04.15),2546,10.54285714,5.085714286,16.45714286,2.757142857,1083.79,264168,13954.3643,44478667,527,46
04??3ì£?(2015.04.16 ~ 2015.04.22),2704,12.71428571,6.642857143,19.24285714,4.328571429,1076.39,264168,13954.3643,44478667,527,46
04??4ì£?(2015.04.23 ~ 2015.04.29),2762,16.57142857,9.414285714,23.57142857,4.485714286,1081.35,264168,13954.3643,44478667,527,46
04??5ì£?(2015.04.30 ~ 2015.05.06),2775,17.14285714,11.32857143,23.22857143,2.142857143,1087.99,125214,8811.3524,44478667,527,46
05??1ì£?(2015.05.07 ~ 2015.05.13),2905,17.11428571,11.14285714,23.21428571,4.714285714,1083.72,125214,8811.3524,44478667,527,52.7
05??2ì£?(2015.05.14 ~ 2015.05.20),3070,18.1,12.47142857,24.18571429,0.857142857,1096.68,125214,8811.3524,44478667,527,53
05??3ì£?(2015.05.21 ~ 2015.05.27),3636,20.47142857,12.68571429,28.42857143,0,1113.01,125214,8811.3524,44478667,527,53
05??4ì£?(2015.05.28 ~ 2015.06.03),3594,21.27142857,15.45714286,27.62857143,0.442857143,1124.54,125214,8811.3524,44478667,527,53
06??1ì£?(2015.06.04 ~ 2015.06.10),3411,20.58571429,14.58571429,26.85714286,0.642857143,1112.17,411968,36690.6068,44478667,527,73.715
06??2ì£?(2015.06.11 ~ 2015.06.17),3458,22.34285714,18.21428571,27.67142857,1.742857143,1103.2,411968,36690.6068,44478667,527,74
06??3ì£?(2015.06.18 ~ 2015.06.24),3336,21.91428571,17.94285714,26.98571429,2.714285714,1122.95,411968,36690.6068,44478667,527,74
06??4ì£?(2015.06.25 ~ 2015.07.01),3102,21.98571429,18.55714286,26.48571429,8.614285714,1122.6,411968,36690.6068,44478667,527,74
07??1ì£?(2015.07.02 ~ 2015.07.08),2978,21.57142857,17.34285714,26.31428571,5.371428571,1131.2,423365,36531.6802,44478667,527,80.272
07??2ì£?(2015.07.09 ~ 2015.07.15),2946,24.6,21.3,28.91428571,11.11428571,1150.18,423365,36531.6802,44478667,527,80
07??3ì£?(2015.07.16 ~ 2015.07.22),2885,23.72857143,20.64285714,27.75714286,1.642857143,1170.35,423365,36531.6802,44478667,527,80
07??4ì£?(2015.07.23 ~ 2015.07.29),2815,26.61428571,23.71428571,30.35714286,7.5,1166.67,423365,36531.6802,44478667,527,80
07??5ì£?(2015.07.30 ~ 2015.08.05),2717,27.95714286,23.94285714,33.11428571,0.9,1164.7,423365,36531.6802,44478667,527,80
08??1ì£?(2015.08.06 ~ 2015.08.12),2771,26.58571429,22.5,31.97142857,2.971428571,1179.33,357175,30098.9268,44478667,527,74.622
08??2ì£?(2015.08.13 ~ 2015.08.19),2740,25.12857143,21.08571429,30.35714286,2.271428571,1195.85,357175,30098.9268,44478667,527,75
08??3ì£?(2015.08.20 ~ 2015.08.26),2879,23.61428571,20.87142857,27.54285714,8.9,1179.87,357175,30098.9268,44478667,527,75
08??4ì£?(2015.08.27 ~ 2015.09.02),2866,23.22857143,19.18571429,28.51428571,2.957142857,1201.33,357175,30098.9268,44478667,527,75
09??1ì£?(2015.09.03 ~ 2015.09.09),2865,21.4,17.02857143,26.71428571,2.557142857,1182.69,975354,73380.3548,44478667,527,74.265
09??2ì£?(2015.09.10 ~ 2015.09.16),2773,19.47142857,14.02857143,25.32857143,0.985714286,1173.04,975354,73380.3548,44478667,527,74
09??3ì£?(2015.09.17 ~ 2015.09.23),2707,19.97142857,15.04285714,26.02857143,1.828571429,1193.07,975354,73380.3548,44478667,527,74
09??4ì£?(2015.09.24 ~ 2015.09.30),2722,20.22857143,15.15714286,26.4,0.414285714,1173.1,975354,73380.3548,44478667,527,74
10??1ì£?(2015.10.01 ~ 2015.10.07),2751,17.05714286,11.17142857,23.94285714,5.342857143,1148.05,844296,50360.751,44478667,527,68.427
10??2ì£?(2015.10.08 ~ 2015.10.14),2693,14.74285714,9.328571429,21.01428571,1.142857143,1131.44,844296,50360.751,44478667,527,68
10??3ì£?(2015.10.15 ~ 2015.10.21),2575,16.27142857,10.58571429,24.11428571,0.042857143,1136.01,844296,50360.751,44478667,527,68
10??4ì£?(2015.10.22 ~ 2015.10.28),2377,14.67142857,10.02857143,20.24285714,2.6,1141.16,844296,50360.751,44478667,527,68
10??5ì£?(2015.10.29 ~ 2015.11.04),2320,9.042857143,3.414285714,15.55714286,0.1,1152.78,844296,50360.751,44478667,527,68
11??1ì£?(2015.11.05 ~ 2015.11.11),2205,12.65714286,9.214285714,16.77142857,7.114285714,1170.34,267995,17286.768,44478667,527,55.528
11??2ì£?(2015.11.12 ~ 2015.11.18),1954,13.08571429,10.31428571,16.22857143,7.014285714,1154.62,267995,17286.768,44478667,527,56
11??3ì£?(2015.11.19 ~ 2015.11.25),2087,9.585714286,6.914285714,12.64285714,3.442857143,1156.83,267995,17286.768,44478667,527,56
11??4ì£?(2015.11.26 ~ 2015.12.02),2195,4.114285714,0.314285714,8.614285714,1.514285714,1163.64,267995,17286.768,44478667,527,56
12??1ì£?(2015.12.03 ~ 2015.12.09),2226,4.114285714,-0.342857143,9.057142857,0.5,1187.58,411986,22567.3581,44478667,527,40.589
12??2ì£?(2015.12.10 ~ 2015.12.16),2192,6.3,3.057142857,9.842857143,3.514285714,1182.43,411986,22567.3581,44478667,527,41
12??3ì£?(2015.12.17 ~ 2015.12.23),2130,2.242857143,-1.871428571,6.914285714,0.657142857,1170.95,411986,22567.3581,44478667,527,41
